date,slot,home,away,prediction,actual_winner,correct,confidence,ml_home_prob,ml_away_prob,ml_intervened,pattern_reason,home_win_desc,away_win_desc,slot_fav_desc,bm_label,actual,home_score,away_score,winner
2026-06-04,1.0,Doosan Bears,Hanwha Eagles,HOME(1),HOME(1),1.0,0.594,0.455,0.545,,원정 패 패턴(78%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(홈정배)),균형(44↑:34↓) → 불규칙,다수결 ↓0 34/62(57%),다수결 ↓0 53/86(61%),불명확 0/0,,,,
2026-06-04,2.0,KIA Tigers,Lotte Giants,HOME(1),HOME(1),1.0,0.702,0.53,0.47,,원정 패 패턴(84%) (홈 불규칙) + 정배패턴일치(정배승 18경기(홈정배)),균형(28↑:30↓) → 불규칙,다수결 ↓0 45/79(56%),다수결 ↑1 39/65(59%),불명확 0/0,,,,
2026-06-04,3.0,SSG Landers,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.75,0.51,0.49,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 30/38(76%),다수결 ↓0 30/37(80%),다수결 ↑1 64/81(76%),불명확 0/0,,,,
2026-06-05,1.0,Doosan Bears,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.54,0.54,0.46,,ML예측(홈=54%) [06-03 무승부(N) 이력 반영],다수결 ↓0 49/78(60%),다수결 ↓0 30/37(80%),다수결 ↑1 44/72(63%),배당↑팀이김 15/15(100%) (방향미확인),,,,
2026-06-05,2.0,Lotte Giants,Hanwha Eagles,HOME(1),AWAY(0),0.0,0.75,0.53,0.47,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 45/79(56%),다수결 ↓0 40/75(56%),다수결 ↑1 45/73(61%),배당↓팀이김 8/13(62%) (방향미확인),,,,
2026-06-05,3.0,KIA Tigers,Samsung Lions,AWAY(0),HOME(1),0.0,0.654,0.515,0.485,,홈 패 패턴(78%) (원정 불규칙) + 정배패턴일치(정배승 18경기(원정정배)),다수결 ↓0 70/75(92%),균형(54↑:42↓) → 불규칙,다수결 ↑1 23/34(68%),배당↓팀이김 10/12(83%) (방향미확인),,,,
2026-06-05,4.0,SSG Landers,KT Wiz Suwon,AWAY(0),HOME(1),0.0,0.79,0.49,0.51,,홈 패 패턴(80%) + 원정 승 패턴(84%) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 49/64(77%),다수결 ↑1 42/59(68%),다수결 ↑1 55/70(79%),배당↑팀이김 9/11(82%) (방향미확인),,,,
2026-06-05,5.0,NC Dinos,LG Twins,AWAY(0),AWAY(0),1.0,0.835,0.565,0.435,,홈 패 패턴(82%) + 원정 승 패턴(85%),다수결 ↓0 60/64(94%),다수결 ↑1 39/55(69%),균형(35↑:39↓) → 불규칙,배당↓팀이김 12/12(100%) (방향미확인),,,,
2026-06-06,1.0,SSG Landers,KT Wiz Suwon,AWAY(0),AWAY(0),1.0,0.745,0.525,0.475,,홈 패 패턴(80%) + 원정 승 패턴(75%) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 58/73(80%),다수결 ↑1 11/14(77%),다수결 ↑1 53/76(70%),배당↑팀이김 12/13(92%) (방향미확인),,,,
2026-06-06,2.0,Doosan Bears,Kiwoom Heroes,HOME(1),HOME(1),1.0,0.75,0.575,0.425,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 38/54(71%),다수결 ↓0 29/43(68%),다수결 ↑1 57/79(73%),배당↓팀이김 15/15(100%) (방향미확인),,,,
2026-06-06,3.0,Lotte Giants,Hanwha Eagles,AWAY(0),AWAY(0),1.0,0.8,0.495,0.505,,홈 패 패턴(82%) + 원정 승 패턴(78%),다수결 ↓0 31/52(58%),다수결 ↑1 61/78(79%),균형(26↑:28↓) → 불규칙,배당↓팀이김 9/11(82%) (방향미확인),,,,
2026-06-06,4.0,KIA Tigers,Samsung Lions,AWAY(0),AWAY(0),1.0,0.75,0.545,0.455,,홈 패 패턴(78%) + 원정 승 패턴(78%) ※정배패턴충돌(정배승 18경기(홈정배)),다수결 ↓0 10/13(75%),다수결 ↑1 69/80(87%),다수결 ↑1 44/69(64%),배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-06-06,5.0,NC Dinos,LG Twins,AWAY(0),HOME(1),0.0,0.594,0.465,0.535,,원정 승 패턴(78%) (홈 불규칙) ※정배패턴충돌(정배승 18경기(홈정배)),균형(51↑:58↓) → 불규칙,다수결 ↑1 44/53(84%),다수결 ↑1 25/38(62%),불명확 4/3,,,,
2026-06-07,2.0,Lotte Giants,Hanwha Eagles,AWAY(0),AWAY(0),1.0,0.75,0.47,0.53,,슬롯정배패턴(정배승 18경기(원정정배)),다수결 ↑1 46/64(73%),다수결 ↑1 61/96(65%),다수결 ↑1 51/78(65%),불명확 4/5,,,,
2026-06-07,3.0,KIA Tigers,Samsung Lions,HOME(1),HOME(1),1.0,0.75,0.645,0.355,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↑1 56/100(56%),다수결 ↑1 76/101(75%),다수결 ↑1 33/43(78%),배당↓팀이김 9/11(82%) (방향미확인),,,,
2026-06-07,4.0,SSG Landers,KT Wiz Suwon,AWAY(0),HOME(1),0.0,0.75,0.52,0.48,,슬롯정배패턴(정배승 18경기(원정정배)),다수결 ↓0 52/75(67%),다수결 ↓0 46/79(59%),다수결 ↑1 39/61(63%),배당↑팀이김 3/4(75%) (방향미확인),,,,
2026-06-07,5.0,NC Dinos,LG Twins,AWAY(0),HOME(1),0.0,0.75,0.525,0.475,,슬롯정배패턴(정배승 18경기(원정정배)),다수결 ↑1 47/64(73%),다수결 ↑1 58/84(70%),다수결 ↑1 42/58(71%),배당↓팀이김 14/14(100%) (방향미확인),,,,
2026-06-09,1.0,Lotte Giants,Doosan Bears,AWAY(0),AWAY(0),1.0,0.61,0.5,0.5,,홈 패 패턴(80%) (원정 불규칙) ※정배패턴충돌(역배승 18경기(원정정배)),다수결 ↓0 38/55(68%),균형(42↑:36↓) → 불규칙,다수결 ↓0 53/78(69%),불명확 7/5,,,,
2026-06-09,2.0,Hanwha Eagles,KIA Tigers,AWAY(0),AWAY(0),1.0,0.702,0.59,0.41,,원정 승 패턴(84%) (홈 불규칙) + 정배패턴일치(정배승 18경기(원정정배)),균형(40↑:48↓) → 불규칙,다수결 ↑1 48/75(65%),다수결 ↑1 37/57(65%),배당↓팀이김 7/11(64%) (방향미확인),,,,
2026-06-09,4.0,KT Wiz Suwon,Samsung Lions,HOME(1),HOME(1),1.0,0.624,0.63,0.37,,원정 패 패턴(78%) (홈 불규칙),균형(28↑:28↓) → 불규칙,다수결 ↓0 43/65(68%),균형(30↑:26↓) → 불규칙,배당↓팀이김 9/9(100%) (방향미확인),,,,
2026-06-09,5.0,LG Twins,SSG Landers,AWAY(0),HOME(1),0.0,0.75,0.57,0.43,,슬롯정배패턴(역배승 18경기(홈정배)),다수결 ↓0 17/32(58%),다수결 ↓0 40/62(66%),다수결 ↓0 53/79(68%),배당↑팀이김 12/13(92%) (방향미확인),,,,
2026-06-10,1.0,Lotte Giants,Doosan Bears,AWAY(0),HOME(1),0.0,0.75,0.48,0.52,,슬롯정배패턴(정배승 18경기(원정정배)),다수결 ↑1 30/55(56%),다수결 ↑1 50/73(67%),다수결 ↑1 45/56(79%),배당↓팀이김 10/11(91%) (방향미확인),,,,
2026-06-10,2.0,Hanwha Eagles,KIA Tigers,HOME(1),HOME(1),1.0,0.75,0.545,0.455,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 62/97(64%),다수결 ↓0 58/79(75%),다수결 ↑1 46/61(75%),배당↓팀이김 14/15(93%) (방향미확인),,,,
2026-06-10,3.0,Kiwoom Heroes,NC Dinos,AWAY(0),AWAY(0),1.0,0.75,0.675,0.325,,슬롯정배패턴(정배승 18경기(원정정배)),균형(26↑:27↓) → 불규칙,균형(54↑:64↓) → 불규칙,다수결 ↑1 40/65(60%),배당↓팀이김 13/13(100%) (방향미확인),,,,
2026-06-10,4.0,KT Wiz Suwon,Samsung Lions,HOME(1),HOME(1),1.0,0.55,0.55,0.45,,ML우선(BM불명확) 홈=55% [팀패턴: 슬롯정배패턴(정배승 18경기(원정정배))],다수결 ↓0 44/68(62%),다수결 ↓0 31/53(57%),다수결 ↑1 40/64(60%),불명확 4/5,,,,
2026-06-10,5.0,LG Twins,SSG Landers,HOME(1),HOME(1),1.0,0.75,0.575,0.425,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↑1 54/90(57%),다수결 ↑1 74/75(99%),다수결 ↑1 52/65(81%),배당↑팀이김 9/12(75%) (방향미확인),,,,
2026-06-11,1.0,Lotte Giants,Doosan Bears,HOME(1),AWAY(0),0.0,0.667,0.46,0.54,,배당↓팀이김 8/12(67%) : Lotte Giants (팀패턴충돌: 원정 승 패턴(78%) (홈 불규칙) + 정배패턴일치(정배승 18경기(원정정배))),균형(37↑:43↓) → 불규칙,다수결 ↑1 37/54(64%),다수결 ↑1 37/59(58%),배당↓팀이김 8/12(67%) : Lotte Giants,,,,
2026-06-11,2.0,Hanwha Eagles,KIA Tigers,HOME(1),HOME(1),1.0,0.929,0.58,0.42,,배당↓팀이김 13/14(93%) : Hanwha Eagles (팀패턴일치: 홈 승 패턴(78%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배))),다수결 ↑1 43/71(62%),균형(48↑:55↓) → 불규칙,다수결 ↑1 56/66(83%),배당↓팀이김 13/14(93%) : Hanwha Eagles,,,,
2026-06-11,3.0,Kiwoom Heroes,NC Dinos,AWAY(0),AWAY(0),1.0,0.84,0.54,0.46,,홈 패 패턴(78%) + 원정 승 패턴(84%) + 정배패턴일치(정배승 18경기(원정정배)),다수결 ↓0 62/71(86%),다수결 ↑1 68/82(83%),다수결 ↑1 32/46(67%),배당↓팀이김 7/11(64%) (방향미확인),,,,
2026-06-11,4.0,KT Wiz Suwon,Samsung Lions,HOME(1),AWAY(0),0.0,1.0,0.5,0.5,,배당↓팀이김 10/10(100%) : KT Wiz Suwon (팀패턴충돌: 원정 승 패턴(84%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(원정정배))),균형(36↑:40↓) → 불규칙,다수결 ↑1 49/67(74%),다수결 ↓0 50/84(61%),배당↓팀이김 10/10(100%) : KT Wiz Suwon,,,,
2026-06-11,5.0,LG Twins,SSG Landers,AWAY(0),HOME(1),0.0,0.917,0.51,0.49,,배당↑팀이김 11/12(92%) : SSG Landers (팀패턴일치: 홈 패 패턴(78%) + 원정 승 패턴(78%) ※정배패턴충돌(정배승 18경기(홈정배))),다수결 ↓0 64/99(64%),다수결 ↑1 8/11(71%),다수결 ↑1 46/82(57%),배당↑팀이김 11/12(92%) : SSG Landers,,,,
2026-06-12,1.0,KIA Tigers,Doosan Bears,AWAY(0),Doosan Bears,1.0,0.81,0.475,0.525,,홈 패 패턴(78%) + 원정 승 패턴(78%) + 정배패턴일치(정배승 18경기(원정정배)),다수결 ↓0 34/50(72%),다수결 ↑1 31/55(61%),다수결 ↑1 40/64(66%),배당↑팀이김 7/11(64%) (방향미확인),,2.0,4.0,Doosan Bears
2026-06-12,2.0,Kiwoom Heroes,Hanwha Eagles,AWAY(0),Kiwoom Heroes,0.0,0.8,0.515,0.485,,홈 패 패턴(78%) + 원정 승 패턴(82%),다수결 ↓0 53/80(68%),다수결 ↑1 30/52(56%),균형(20↑:21↓) → 불규칙,배당↓팀이김 5/7(71%) (방향미확인),,4.0,3.0,Kiwoom Heroes
2026-06-12,3.0,KT Wiz Suwon,NC Dinos,HOME(1),KT Wiz Suwon,1.0,0.658,0.49,0.51,,원정 패 패턴(86%) (홈 불규칙) ※정배패턴충돌(정배승 18경기(원정정배)),균형(56↑:48↓) → 불규칙,다수결 ↓0 78/99(81%),다수결 ↑1 30/37(83%),불명확 6/8,,3.0,2.0,KT Wiz Suwon
2026-06-12,4.0,LG Twins,Lotte Giants,HOME(1),Lotte Giants,0.0,0.75,0.605,0.395,,슬롯정배패턴(정배승 18경기(홈정배)),다수결 ↓0 51/82(62%),다수결 ↓0 46/60(75%),다수결 ↑1 54/76(70%),배당↑팀이김 11/14(79%) (방향미확인),,5.0,16.0,Lotte Giants
2026-06-12,5.0,Samsung Lions,SSG Landers,HOME(1),SSG Landers,0.0,0.75,0.665,0.335,,슬롯정배패턴(역배승 18경기(원정정배)),다수결 ↑1 48/82(59%),다수결 ↑1 34/44(76%),다수결 ↓0 49/77(64%),배당↓팀이김 14/14(100%) (방향미확인),,3.0,5.0,SSG Landers
2026-06-13,1.0,KIA Tigers,Doosan Bears,AWAY(0),KIA Tigers,0.0,0.718,0.545,0.455,,배당↓팀이김 9/11(82%) : Doosan Bears (팀패턴충돌: 슬롯정배패턴(정배승 18경기(홈정배))) ※반대신호[홈승77%+슬롯홈] -15% +H2H원정우세(60%n=5),다수결 ↑1 50/59(85%),다수결 ↑1 30/44(68%),다수결 ↑1 60/85(67%),배당↓팀이김 9/11(82%) : Doosan Bears,,2.0,1.0,KIA Tigers
2026-06-13,2.0,Kiwoom Heroes,Hanwha Eagles,HOME(1),Kiwoom Heroes,1.0,0.657,0.61,0.39,,배당↓팀이김 12/14(86%) : Kiwoom Heroes (팀패턴일치: 홈 승 패턴(77%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배))) ※반대신호[슬롯원정] -15% -H2H역상관(원정60%우세),다수결 ↑1 65/88(74%),균형(48↑:55↓) → 불규칙,다수결 ↑1 58/73(79%),배당↓팀이김 12/14(86%) : Kiwoom Heroes,,3.0,1.0,Kiwoom Heroes
2026-06-13,3.0,KT Wiz Suwon,NC Dinos,HOME(1),KT Wiz Suwon,1.0,0.686,0.45,0.55,,배당↓팀이김 7/11(64%) : KT Wiz Suwon (팀패턴일치: 홈 승 패턴(77%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배))) +H2H홈우세(80%n=5),다수결 ↑1 48/79(62%),균형(59↑:59↓) → 불규칙,다수결 ↑1 29/41(74%),배당↓팀이김 7/11(64%) : KT Wiz Suwon,,11.0,9.0,KT Wiz Suwon
2026-06-13,4.0,LG Twins,Lotte Giants,HOME(1),LG Twins,1.0,0.65,0.635,0.365,,배당↓팀이김 3/4(75%) : LG Twins (팀패턴충돌: 슬롯정배패턴(역배승 18경기(홈정배))) ※반대신호[홈패81%+슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↓0 62/94(66%),다수결 ↓0 46/62(70%),다수결 ↓0 42/67(61%),배당↓팀이김 3/4(75%) : LG Twins,,5.0,3.0,LG Twins
2026-06-13,5.0,Samsung Lions,SSG Landers,AWAY(0),Samsung Lions,0.0,0.85,0.685,0.315,,배당↓팀이김 14/14(100%) : SSG Landers (팀패턴일치: 슬롯정배패턴(역배승 18경기(홈정배))) ※반대신호[원정패81%] -15% +H2H원정우세(60%n=5),다수결 ↓0 54/69(77%),다수결 ↓0 50/90(55%),다수결 ↓0 62/78(81%),배당↓팀이김 14/14(100%) : SSG Landers,,7.0,6.0,Samsung Lions
2026-06-14,1.0,Kiwoom Heroes,Hanwha Eagles,HOME(1),Kiwoom Heroes,1.0,0.767,0.47,0.53,,배당↓팀이김 13/15(87%) : Kiwoom Heroes (팀패턴충돌: 슬롯정배패턴(정배승 18경기(원정정배))) ※반대신호[홈패77%+슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↓0 74/96(76%),다수결 ↓0 36/49(78%),다수결 ↑1 8/12(65%),배당↓팀이김 13/15(87%) : Kiwoom Heroes,,3.0,2.0,Kiwoom Heroes
2026-06-14,2.0,KIA Tigers,Doosan Bears,HOME(1),Doosan Bears,0.0,0.55,0.585,0.415,,홈 승 패턴(81%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(원정정배)) ※반대신호[슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↑1 69/91(76%),균형(38↑:40↓) → 불규칙,다수결 ↑1 43/72(59%),배당↓팀이김 10/12(83%) (방향미확인),,1.0,8.0,Doosan Bears
2026-06-14,3.0,KT Wiz Suwon,NC Dinos,HOME(1),Postp,,0.55,0.58,0.42,,ML우선(BM불명확) 홈=58% [팀패턴: 홈 패 패턴(81%) (원정 불규칙) ※정배패턴충돌(정배승 18경기(홈정배))] ※반대신호[홈패81%] -15% +H2H홈우세(80%n=5),다수결 ↓0 60/81(76%),균형(28↑:31↓) → 불규칙,다수결 ↑1 35/44(81%),불명확 7/8,,,,Postp
2026-06-14,4.0,LG Twins,Lotte Giants,HOME(1),LG Twins,1.0,0.85,0.635,0.365,,배당↓팀이김 14/14(100%) : LG Twins (팀패턴일치: 홈 승 패턴(77%) + 원정 패 패턴(77%) ※정배패턴충돌(역배승 18경기(홈정배))) ※반대신호[슬롯원정] -15% +H2H홈우세(60%n=5),다수결 ↑1 45/68(67%),다수결 ↓0 37/62(63%),다수결 ↓0 52/66(77%),배당↓팀이김 14/14(100%) : LG Twins,,6.0,1.0,LG Twins
2026-06-14,5.0,Samsung Lions,SSG Landers,HOME(1),Samsung Lions,1.0,0.833,0.56,0.44,,배당↑팀이김 14/15(93%) : Samsung Lions (팀패턴일치: 슬롯정배패턴(정배승 18경기(홈정배))) ※반대신호[홈패77%] -15% +H2H홈우세(60%n=5),다수결 ↓0 37/56(61%),다수결 ↓0 54/81(66%),다수결 ↑1 33/61(56%),배당↑팀이김 14/15(93%) : Samsung Lions,,10.0,8.0,Samsung Lions
2026-06-16,1.0,Doosan Bears,KT Wiz Suwon,HOME(1),KT Wiz Suwon,0.0,0.562,0.59,0.41,,홈 승 패턴(77%) + 원정 패 패턴(81%) ※정배패턴충돌(정배승 18경기(원정정배)) ※반대신호[슬롯원정] -15% -H2H역상관(원정80%우세),다수결 ↑1 30/48(62%),다수결 ↓0 60/81(76%),다수결 ↑1 34/59(56%),배당↑팀이김 13/13(100%) (방향미확인),,2.0,6.0,KT Wiz Suwon
2026-06-16,2.0,KIA Tigers,LG Twins,AWAY(0),LG Twins,1.0,0.843,0.5,0.5,,홈 패 패턴(77%) + 원정 승 패턴(81%) +H2H원정우세(80%n=5),다수결 ↓0 38/64(61%),다수결 ↑1 31/51(60%),균형(37↑:44↓) → 불규칙,배당↑팀이김 11/15(73%) (방향미확인),,2.0,8.0,LG Twins
2026-06-16,3.0,NC Dinos,Hanwha Eagles,AWAY(0),NC Dinos,0.0,0.598,0.455,0.545,,원정 승 패턴(77%) (홈 불규칙) + 정배패턴일치(정배승 18경기(원정정배)) -H2H역상관(홈60%우세),균형(28↑:31↓) → 불규칙,다수결 ↑1 42/50(85%),다수결 ↑1 35/44(81%),불명확 7/8,,6.0,5.0,NC Dinos
2026-06-16,4.0,Samsung Lions,Kiwoom Heroes,AWAY(0),Samsung Lions,0.0,0.55,0.63,0.37,,슬롯정배패턴(역배승 18경기(홈정배)) ※반대신호[원정패77%] -15% -H2H역상관(홈60%우세),다수결 ↓0 9/12(73%),다수결 ↓0 62/73(86%),다수결 ↓0 8/11(71%),배당↓팀이김 8/10(80%) (방향미확인),,4.0,1.0,Samsung Lions
2026-06-16,5.0,SSG Landers,Lotte Giants,HOME(1),Lotte Giants,0.0,0.5,0.605,0.395,,팀승패 충돌 (둘 다 패 예측) ※반대신호[홈패77%] -15% -H2H역상관(원정60%우세),다수결 ↓0 40/55(73%),다수결 ↓0 26/34(78%),균형(28↑:24↓) → 불규칙,배당↑팀이김 1/1(100%) (방향미확인),,6.0,10.0,Lotte Giants
2026-06-17,1.0,Doosan Bears,KT Wiz Suwon,HOME(1),KT Wiz Suwon,0.0,0.7,0.675,0.325,,배당↑팀이김 3/4(75%) : Doosan Bears (팀패턴일치: 홈 승 패턴(77%) + 원정 패 패턴(77%)) -H2H역상관(원정80%우세),다수결 ↑1 53/70(73%),다수결 ↓0 41/66(62%),균형(31↑:33↓) → 불규칙,배당↑팀이김 3/4(75%) : Doosan Bears,,1.0,8.0,KT Wiz Suwon
2026-06-17,2.0,NC Dinos,Hanwha Eagles,HOME(1),NC Dinos,1.0,0.85,0.425,0.575,,배당↓팀이김 1/1(100%) : NC Dinos (팀패턴일치: 홈 승 패턴(77%) + 원정 패 패턴(77%) + 정배패턴일치(정배승 18경기(홈정배))) +H2H홈우세(60%n=5),다수결 ↑1 69/96(72%),다수결 ↓0 44/70(62%),다수결 ↑1 44/60(75%),배당↓팀이김 1/1(100%) : NC Dinos,,5.0,4.0,NC Dinos
2026-06-17,3.0,KIA Tigers,LG Twins,HOME(1),KIA Tigers,1.0,0.5,0.65,0.35,,ML우선(BM불명확) 홈=65% [팀패턴: 슬롯정배패턴(정배승 18경기(홈정배))] ※반대신호[홈패81%] -15% -H2H역상관(원정100%우세),다수결 ↓0 31/52(58%),다수결 ↓0 54/72(77%),다수결 ↑1 44/62(72%),불명확 0/0,,5.0,4.0,KIA Tigers
2026-06-17,4.0,Samsung Lions,Kiwoom Heroes,AWAY(0),Samsung Lions,0.0,0.8,0.525,0.475,,배당↑팀이김 5/5(100%) : Kiwoom Heroes (팀패턴 불규칙) ※반대신호[원정패81%] -15% -H2H역상관(홈80%우세),다수결 ↓0 36/59(57%),다수결 ↓0 69/94(74%),균형(47↑:41↓) → 불규칙,배당↑팀이김 5/5(100%) : Kiwoom Heroes,,1.0,0.0,Samsung Lions
2026-06-17,5.0,SSG Landers,Lotte Giants,AWAY(0),Lotte Giants,1.0,0.85,0.485,0.515,,배당↑팀이김 4/4(100%) : Lotte Giants (팀패턴충돌: 홈 승 패턴(77%) + 원정 패 패턴(77%) ※정배패턴충돌(역배승 18경기(홈정배))) ※반대신호[홈승77%+원정패77%] -15% +H2H원정우세(80%n=5),다수결 ↑1 49/70(71%),다수결 ↓0 52/81(65%),다수결 ↓0 45/63(72%),배당↑팀이김 4/4(100%) : Lotte Giants,,1.0,2.0,Lotte Giants
2026-06-18,1.0,Doosan Bears,KT Wiz Suwon,AWAY(0),Doosan Bears,0.0,0.65,0.47,0.53,,슬롯정배패턴(정배승 18경기(원정정배)) ※반대신호[홈승77%] -15% +H2H원정우세(80%n=5),다수결 ↑1 42/49(85%),다수결 ↑1 42/66(63%),다수결 ↑1 37/56(68%),배당↑팀이김 9/12(75%) (방향미확인),,2.0,1.0,Doosan Bears
2026-06-18,2.0,NC Dinos,Hanwha Eagles,AWAY(0),NC Dinos,0.0,0.762,0.49,0.51,,홈 패 패턴(83%) + 원정 승 패턴(79%) -H2H역상관(홈80%우세),다수결 ↓0 67/94(70%),다수결 ↑1 39/70(57%),균형(30↑:30↓) → 불규칙,배당↑팀이김 7/8(88%) (방향미확인),,6.0,0.0,NC Dinos
2026-06-18,3.0,KIA Tigers,LG Twins,HOME(1),KIA Tigers,1.0,0.572,0.475,0.525,,홈 승 패턴(77%) + 원정 패 패턴(83%) ※정배패턴충돌(정배승 18경기(원정정배)) ※반대신호[슬롯원정] -15% -H2H역상관(원정80%우세),다수결 ↑1 51/93(56%),다수결 ↓0 51/87(60%),다수결 ↑1 32/39(81%),불명확 0/0,,4.0,2.0,KIA Tigers
2026-06-18,4.0,Samsung Lions,Kiwoom Heroes,HOME(1),Samsung Lions,1.0,0.685,0.635,0.365,,ML우선(BM불명확) 홈=64% [팀패턴: 홈 승 패턴(74%) (원정 불규칙) + 정배패턴일치(정배승 18경기(홈정배))] +H2H홈우세(100%n=5),다수결 ↑1 35/44(80%),균형(49↑:51↓) → 불규칙,다수결 ↑1 38/64(60%),불명확 7/5,,4.0,3.0,Samsung Lions
2026-06-19,1.0,LG Twins,Doosan Bears,AWAY(0),LG Twins,0.0,0.675,0.695,0.305,,배당↓팀이김 7/8(88%) : Doosan Bears (팀패턴충돌: 슬롯정배패턴(역배승 18경기(원정정배))) ※반대신호[원정패79%+슬롯홈] -15% -H2H역상관(홈60%우세),다수결 ↓0 56/77(74%),다수결 ↓0 58/104(57%),다수결 ↓0 59/68(88%),배당↓팀이김 7/8(88%) : Doosan Bears,,3.0,2.0,LG Twins
2026-06-19,3.0,KT Wiz Suwon,KIA Tigers,HOME(1),KIA Tigers,0.0,0.85,0.585,0.415,,배당↓팀이김 2/2(100%) : KT Wiz Suwon (팀패턴충돌: 슬롯정배패턴(정배승 18경기(원정정배))) ※반대신호[원정승77%+슬롯원정] -15% +H2H홈우세(80%n=5),다수결 ↑1 52/90(57%),다수결 ↑1 28/49(60%),다수결 ↑1 42/47(88%),배당↓팀이김 2/2(100%) : KT Wiz Suwon,,3.0,11.0,KIA Tigers
2026-06-19,4.0,Kiwoom Heroes,Lotte Giants,AWAY(0),Lotte Giants,1.0,0.85,0.575,0.425,,배당↑팀이김 7/7(100%) : Lotte Giants (팀패턴충돌: 원정 패 패턴(77%) (홈 불규칙) ※정배패턴충돌(역배승 18경기(홈정배))) ※반대신호[원정패77%] -15% +H2H원정우세(60%n=5),균형(46↑:36↓) → 불규칙,다수결 ↓0 22/33(63%),다수결 ↓0 47/68(70%),배당↑팀이김 7/7(100%) : Lotte Giants,,1.0,2.0,Lotte Giants
2026-06-19,5.0,NC Dinos,SSG Landers,AWAY(0),NC Dinos,0.0,0.517,0.595,0.405,,배당↑팀이김 2/3(67%) : SSG Landers (팀패턴충돌: 슬롯정배패턴(역배승 18경기(원정정배))) ※반대신호[원정패79%+슬롯홈] -15%,다수결 ↓0 46/68(68%),다수결 ↓0 41/54(76%),다수결 ↓0 46/78(60%),배당↑팀이김 2/3(67%) : SSG Landers,,9.0,3.0,NC Dinos
2026-06-20,1.0,LG Twins,Doosan Bears,HOME(1),LG Twins,1.0,0.65,0.885,0.115,,배당↓팀이김 9/12(75%) : LG Twins (팀패턴일치: 슬롯정배패턴(역배승 18경기(원정정배))) ※반대신호[원정승77%] -15% +H2H홈우세(60%n=5),다수결 ↑1 68/77(89%),다수결 ↑1 47/79(60%),다수결 ↓0 45/79(59%),배당↓팀이김 9/12(75%) : LG Twins,,4.0,2.0,LG Twins
2026-06-20,2.0,Hanwha Eagles,Samsung Lions,HOME(1),Hanwha Eagles,1.0,0.64,0.84,0.16,,ML우선(BM불명확) 홈=84% [팀패턴: 홈 패 패턴(83%) + 원정 승 패턴(79%) ※정배패턴충돌(역배승 18경기(원정정배))] ※반대신호[원정승79%+홈패83%] -15% -H2H역상관(원정80%우세),다수결 ↓0 49/86(56%),다수결 ↑1 46/74(61%),다수결 ↓0 54/87(62%),불명확 0/0,,10.0,4.0,Hanwha Eagles
2026-06-20,3.0,KT Wiz Suwon,KIA Tigers,HOME(1),KT Wiz Suwon,1.0,0.789,0.835,0.165,,배당↑팀이김 8/9(89%) : KT Wiz Suwon (팀패턴 불규칙) ※반대신호[홈패77%] -15% +H2H홈우세(60%n=5),다수결 ↓0 44/66(70%),다수결 ↓0 44/59(73%),균형(23↑:26↓) → 불규칙,배당↑팀이김 8/9(89%) : KT Wiz Suwon,,10.0,9.0,KT Wiz Suwon
2026-06-20,4.0,Kiwoom Heroes,Lotte Giants,AWAY(0),Lotte Giants,1.0,0.85,0.215,0.785,,배당↑팀이김 14/14(100%) : Lotte Giants (팀패턴충돌: 원정 패 패턴(77%) (홈 불규칙)) ※반대신호[원정패77%] -15% +H2H원정우세(60%n=5),균형(31↑:31↓) → 불규칙,다수결 ↓0 42/75(57%),균형(47↑:47↓) → 불규칙,배당↑팀이김 14/14(100%) : Lotte Giants,,1.0,7.0,Lotte Giants
2026-06-20,5.0,NC Dinos,SSG Landers,AWAY(0),SSG Landers,1.0,0.8,0.21,0.79,,배당↓팀이김 14/14(100%) : SSG Landers (팀패턴충돌: 홈 승 패턴(79%) + 원정 패 패턴(83%) + 정배패턴일치(정배승 18경기(홈정배))) ※반대신호[홈승79%+원정패83%+슬롯홈] -15% -H2H역상관(홈60%우세),다수결 ↑1 43/73(58%),다수결 ↓0 57/70(82%),다수결 ↑1 51/64(79%),배당↓팀이김 14/14(100%) : SSG Landers,,5.0,12.0,SSG Landers
